route_id,service_id,trip_id,direction_id,block_id,shape_id,direction,wheelchair_accessible,schd_trip_id
100,67701,6770036650020,0,677000003875,67700701,West,1,36650020
100,67701,6770037517020,0,677000003863,67700700,West,1,37517020
100,67701,6770037937020,0,677000003305,67700701,West,1,37937020
100,67701,6770043870020,0,677000004220,67700701,West,1,43870020
100,67701,6770043923020,0,677000003863,67700701,West,1,43923020
100,67701,6770044655020,0,677000003305,67700701,West,1,44655020
100,67701,6770044984020,0,677000003097,67700701,West,1,44984020
100,67701,6770045127020,0,677000003863,67700701,West,1,45127020
100,67701,6770046135020,0,677000003305,67700701,West,1,46135020
100,67701,6770007373020,1,677000003305,67700703,East,1,7373020
100,67701,6770012162020,1,677000003097,67700703,East,1,12162020
100,67701,6770014955020,1,677000003863,67700703,East,1,14955020
100,67701,6770016865020,1,677000003863,67700703,East,1,16865020
100,67701,6770020189020,1,677000003514,67700699,East,1,20189020
100,67701,6770022811020,1,677000003097,67700703,East,1,22811020
100,67701,6770022925020,1,677000003873,67700703,East,1,22925020
100,67701,6770023831020,1,677000004220,67700703,East,1,23831020
100,67701,6770024138020,1,677000003869,67700703,East,1,24138020
100,67701,6770029156020,1,677000003873,67700703,East,1,29156020
100,67701,6770030657020,1,677000003869,67700703,East,1,30657020
100,67701,6770031647020,1,677000004220,67700703,East,1,31647020
100,67701,6770031687020,1,677000003305,67700703,East,1,31687020
100,67701,6770031895020,1,677000003097,67700703,East,1,31895020
100,67701,6770033125020,1,677000003875,67700703,East,1,33125020
100,67701,6770033557020,1,677000003875,67700703,East,1,33557020
100,67701,6770034997020,1,677000003863,67700703,East,1,34997020
100,67701,6770038606020,1,677000003869,67700703,East,1,38606020
100,67701,6770040759020,1,677000003514,67700703,East,1,40759020
100,67701,6770041450020,1,677000003875,67700703,East,1,41450020
100,67701,6770041856020,1,677000003305,67700699,East,1,41856020
100,67701,6770043344020,1,677000003305,67700703,East,1,43344020
100,67701,6770043558020,1,677000003863,67700703,East,1,43558020
100,67701,6770044030020,1,677000003097,67700699,East,1,44030020
100,67701,6770044081020,1,677000003514,67700703,East,1,44081020
100,67701,6770050096020,1,677000003873,67700703,East,1,50096020
100,67801,6780004347020,0,678000003493,67800701,West,1,4347020
100,67801,6780007105020,0,678000002661,67800701,West,1,7105020
100,67801,6780007753020,0,678000002345,67800701,West,1,7753020
100,67801,6780009906020,0,678000003493,67800701,West,1,9906020
100,67801,6780011879020,0,678000002352,67800700,West,1,11879020
100,67801,6780012576020,0,678000002549,67800701,West,1,12576020
100,67801,6780014561020,0,678000002557,67800701,West,1,14561020
100,67801,6780015899020,0,678000002352,67800701,West,1,15899020
100,67801,6780018051020,0,678000002767,67800701,West,1,18051020
100,67801,6780018591020,0,678000002355,67800701,West,1,18591020
100,67801,6780025398020,0,678000002549,67800701,West,1,25398020
100,67801,6780027181020,0,678000002355,67800701,West,1,27181020
100,67801,6780032674020,0,678000002352,67800701,West,1,32674020
100,67801,6780033236020,0,678000002345,67800701,West,1,33236020
100,67801,6780033876020,0,678000002355,67800701,West,1,33876020
100,67801,6780034179020,0,678000002557,67800700,West,1,34179020
100,67801,6780035254020,0,678000002345,67800701,West,1,35254020
100,67801,6780037123020,0,678000003493,67800700,West,1,37123020
100,67801,6780039354020,0,678000002549,67800701,West,1,39354020
100,67801,6780041117020,0,678000002661,67800701,West,1,41117020
100,67801,6780042425020,0,678000002557,67800701,West,1,42425020
100,67801,6780042687020,0,678000002767,67800701,West,1,42687020
100,67801,6780043972020,0,678000003493,67800701,West,1,43972020
100,67801,6780045828020,0,678000002549,67800701,West,1,45828020
100,67801,6780046518020,0,678000002352,67800702,West,1,46518020
100,67801,6780048062020,0,678000002345,67800700,West,1,48062020
100,67801,6780048776020,0,678000002767,67800701,West,1,48776020
100,67801,6780003439020,1,678000002557,67800703,East,1,3439020
100,67801,6780003852020,1,678000002549,67800699,East,1,3852020
100,67801,6780006294020,1,678000002557,67800703,East,1,6294020
100,67801,6780008107020,1,678000003493,67800703,East,1,8107020
100,67801,6780010367020,1,678000002767,67800703,East,1,10367020
100,67801,6780010431020,1,678000003493,67800703,East,1,10431020
100,67801,6780010673020,1,678000002345,67800703,East,1,10673020
100,67801,6780013764020,1,678000002352,67800703,East,1,13764020
100,67801,6780017181020,1,678000002352,67800703,East,1,17181020
100,67801,6780017440020,1,678000002355,67800703,East,1,17440020
100,67801,6780021560020,1,678000002549,67800703,East,1,21560020
100,67801,6780021699020,1,678000002661,67800703,East,1,21699020
100,67801,6780022385020,1,678000002661,67800703,East,1,22385020
100,67801,6780029867020,1,678000002355,67800703,East,1,29867020
100,67801,6780030901020,1,678000002352,67800703,East,1,30901020
100,67801,6780031648020,1,678000002345,67800703,East,1,31648020
100,67801,6780031894020,1,678000002345,67800703,East,1,31894020
100,67801,6780033912020,1,678000002767,67800699,East,1,33912020
100,67801,6780034665020,1,678000002549,67800703,East,1,34665020
100,67801,6780036219020,1,678000003493,67800699,East,1,36219020
100,67801,6780036612020,1,678000002355,67800703,East,1,36612020
100,67801,6780036795020,1,678000002767,67800703,East,1,36795020
100,67801,6780037604020,1,678000003493,67800703,East,1,37604020
100,67801,6780039233020,1,678000002345,67800703,East,1,39233020
100,67801,6780039788020,1,678000002557,67800703,East,1,39788020
100,67801,6780043690020,1,678000002549,67800703,East,1,43690020
103,67701,6770000893020,0,677000003670,67700711,West,1,893020
103,67701,6770001142020,0,677000004199,67700711,West,1,1142020
103,67701,6770001777020,0,677000004224,67700711,West,1,1777020
103,67701,6770001783020,0,677000003078,67700712,West,1,1783020
103,67701,6770002250020,0,677000004199,67700711,West,1,2250020
103,67701,6770002447020,0,677000003078,67700711,West,1,2447020
103,67701,6770002529020,0,677000003090,67700711,West,1,2529020
103,67701,6770002530020,0,677000003078,67700711,West,1,2530020
103,67701,6770006656020,0,677000003090,67700712,West,1,6656020
103,67701,6770006718020,0,677000004224,67700711,West,1,6718020
103,67701,6770006767020,0,677000003531,67700712,West,1,6767020
103,67701,6770007180020,0,677000003537,67700711,West,1,7180020
103,67701,6770008110020,0,677000004199,67700711,West,1,8110020
103,67701,6770008199020,0,677000003090,67700711,West,1,8199020
103,67701,6770008856020,0,677000003537,67700711,West,1,8856020
103,67701,6770011552020,0,677000003537,67700712,West,1,11552020
103,67701,6770012491020,0,677000003531,67700711,West,1,12491020
103,67701,6770015796020,0,677000003301,67700711,West,1,15796020
103,67701,6770016415020,0,677000004224,67700711,West,1,16415020
103,67701,6770016941020,0,677000003682,67700711,West,1,16941020
103,67701,6770017025020,0,677000003301,67700711,West,1,17025020
103,67701,6770017060020,0,677000003875,67700706,West,1,17060020
103,67701,6770017448020,0,677000003531,67700712,West,1,17448020
103,67701,6770018839020,0,677000004224,67700711,West,1,18839020
103,67701,6770019775020,0,677000003090,67700711,West,1,19775020
103,67701,6770020141020,0,677000003061,67700712,West,1,20141020
103,67701,6770020798020,0,677000003301,67700711,West,1,20798020
103,67701,6770022544020,0,677000003682,67700711,West,1,22544020
103,67701,6770022848020,0,677000003090,67700711,West,1,22848020
103,67701,6770024154020,0,677000003061,67700711,West,1,24154020
103,67701,6770024225020,0,677000003537,67700711,West,1,24225020
103,67701,6770026901020,0,677000003670,67700711,West,1,26901020
103,67701,6770028107020,0,677000003090,67700711,West,1,28107020
103,67701,6770029094020,0,677000003078,67700712,West,1,29094020
103,67701,6770029537020,0,677000004223,67700711,West,1,29537020
103,67701,6770031079020,0,677000003670,67700711,West,1,31079020
103,67701,6770031553020,0,677000004223,67700711,West,1,31553020
103,67701,6770032128020,0,677000003301,67700712,West,1,32128020
103,67701,6770032513020,0,677000003090,67700711,West,1,32513020
103,67701,6770033406020,0,677000004224,67700711,West,1,33406020
103,67701,6770035423020,0,677000003090,67700711,West,1,35423020
103,67701,6770035611020,0,677000003670,67700711,West,1,35611020
103,67701,6770035639020,0,677000004223,67700711,West,1,35639020
103,67701,6770036822020,0,677000003670,67700711,West,1,36822020
103,67701,6770038116020,0,677000004223,67700711,West,1,38116020
103,67701,6770038787020,0,677000004199,67700711,West,1,38787020
103,67701,6770038993020,0,677000003537,67700712,West,1,38993020
103,67701,6770039652020,0,677000003061,67700711,West,1,39652020
103,67701,6770039793020,0,677000003301,67700712,West,1,39793020
103,67701,6770039856020,0,677000004223,67700711,West,1,39856020
103,67701,6770040442020,0,677000004224,67700711,West,1,40442020
103,67701,6770040781020,0,677000004199,67700711,West,1,40781020
103,67701,6770040784020,0,677000003061,67700711,West,1,40784020
103,67701,6770041499020,0,677000003682,67700711,West,1,41499020
103,67701,6770042588020,0,677000003301,67700711,West,1,42588020
103,67701,6770043039020,0,677000003090,67700711,West,1,43039020
103,67701,6770043316020,0,677000004223,67700711,West,1,43316020
103,67701,6770046379020,0,677000004199,67700711,West,1,46379020
103,67701,6770046444020,0,677000004223,67700711,West,1,46444020
103,67701,6770047280020,0,677000003670,67700711,West,1,47280020
103,67701,6770047412020,0,677000003537,67700711,West,1,47412020
103,67701,6770047789020,0,677000003670,67700711,West,1,47789020
103,67701,6770047919020,0,677000003670,67700711,West,1,47919020
103,67701,6770049572020,0,677000004224,67700711,West,1,49572020
103,67701,6770050094020,0,677000003670,67700711,West,1,50094020
103,67701,6770001582020,1,677000003537,67705666,East,1,1582020
103,67701,6770002175020,1,677000004224,67705666,East,1,2175020
103,67701,6770003447020,1,677000004199,67705666,East,1,3447020
103,67701,6770005261020,1,677000003061,67700717,East,1,5261020
103,67701,6770006169020,1,677000003670,67700717,East,1,6169020
103,67701,6770007005020,1,677000004224,67700717,East,1,7005020
103,67701,6770007644020,1,677000003061,67700717,East,1,7644020
103,67701,6770007763020,1,677000003061,67700717,East,1,7763020
103,67701,6770008480020,1,677000004223,67705666,East,1,8480020
103,67701,6770008585020,1,677000003537,67700717,East,1,8585020
103,67701,6770009286020,1,677000003301,67705666,East,1,9286020
103,67701,6770010192020,1,677000004224,67700717,East,1,10192020
103,67701,6770011361020,1,677000003531,67700717,East,1,11361020
103,67701,6770011810020,1,677000003078,67700717,East,1,11810020
103,67701,6770012281020,1,677000003090,67705666,East,1,12281020
103,67701,6770012709020,1,677000003670,67700717,East,1,12709020
103,67701,6770013120020,1,677000004223,67700717,East,1,13120020
103,67701,6770013249020,1,677000003090,67700717,East,1,13249020
103,67701,6770013629020,1,677000003090,67700717,East,1,13629020
103,67701,6770014161020,1,677000004199,67705666,East,1,14161020
103,67701,6770015164020,1,677000003670,67700717,East,1,15164020
103,67701,6770015967020,1,677000003061,67700717,East,1,15967020
103,67701,6770016154020,1,677000003301,67700717,East,1,16154020
103,67701,6770016338020,1,677000003090,67700717,East,1,16338020
103,67701,6770016710020,1,677000003682,67705666,East,1,16710020
103,67701,6770018097020,1,677000004199,67700717,East,1,18097020
103,67701,6770018177020,1,677000004223,67700717,East,1,18177020
103,67701,6770018331020,1,677000003531,67700717,East,1,18331020
103,67701,6770019136020,1,677000003682,67700717,East,1,19136020
103,67701,6770019820020,1,677000003078,67700717,East,1,19820020
103,67701,6770020668020,1,677000003090,67700717,East,1,20668020
103,67701,6770020983020,1,677000003301,67700717,East,1,20983020
103,67701,6770021502020,1,677000003301,67700717,East,1,21502020
103,67701,6770022092020,1,677000003090,67700717,East,1,22092020
103,67701,6770023136020,1,677000004224,67700717,East,1,23136020
103,67701,6770025024020,1,677000003875,67700704,East,1,25024020
103,67701,6770026419020,1,677000003537,67700717,East,1,26419020
103,67701,6770027172020,1,677000004199,67700717,East,1,27172020
103,67701,6770027217020,1,677000004224,67700717,East,1,27217020
103,67701,6770028141020,1,677000003670,67705666,East,1,28141020
103,67701,6770029006020,1,677000003090,67700717,East,1,29006020
103,67701,6770031494020,1,677000004223,67700717,East,1,31494020
103,67701,6770031525020,1,677000003670,67700717,East,1,31525020
103,67701,6770033785020,1,677000004224,67700717,East,1,33785020
103,67701,6770033864020,1,677000004223,67705666,East,1,33864020
103,67701,6770036475020,1,677000004224,67700717,East,1,36475020
103,67701,6770036848020,1,677000003090,67705666,East,1,36848020
103,67701,6770037725020,1,677000003682,67700717,East,1,37725020
103,67701,6770037982020,1,677000003301,67700717,East,1,37982020
103,67701,6770038827020,1,677000003531,67700717,East,1,38827020
103,67701,6770039240020,1,677000003670,67700717,East,1,39240020
103,67701,6770039421020,1,677000003078,67700717,East,1,39421020
103,67701,6770039638020,1,677000003537,67705666,East,1,39638020
103,67701,6770041410020,1,677000003670,67700717,East,1,41410020
103,67701,6770041663020,1,677000003537,67700717,East,1,41663020
103,67701,6770042902020,1,677000004223,67700717,East,1,42902020
103,67701,6770044529020,1,677000003078,67700717,East,1,44529020
103,67701,6770045520020,1,677000003670,67705666,East,1,45520020
103,67701,6770046309020,1,677000004223,67700717,East,1,46309020
103,67701,6770046668020,1,677000003537,67700717,East,1,46668020
103,67701,6770046939020,1,677000004199,67700717,East,1,46939020
103,67701,6770047792020,1,677000003670,67700717,East,1,47792020
103,67701,6770048656020,1,677000003301,67700717,East,1,48656020
103,67706,6770000143070,0,677000000093,67700711,West,1,143070
103,67706,6770000316070,0,677000001064,67700711,West,1,316070
103,67706,6770001490070,0,677000001063,67700711,West,1,1490070
103,67706,6770003123070,0,677000001064,67700711,West,1,3123070
103,67706,6770003484070,0,677000000094,67700711,West,1,3484070
103,67706,6770004874070,0,677000000092,67700711,West,1,4874070
103,67706,6770006993070,0,677000000093,67700711,West,1,6993070
103,67706,6770009065070,0,677000001065,67700711,West,1,9065070
103,67706,6770010647070,0,677000001065,67700711,West,1,10647070
103,67706,6770011110070,0,677000000094,67700711,West,1,11110070
103,67706,6770011734070,0,677000001063,67700711,West,1,11734070
103,67706,6770012158070,0,677000000093,67700711,West,1,12158070
103,67706,6770014063070,0,677000001065,67700711,West,1,14063070
103,67706,6770016949070,0,677000001063,67700711,West,1,16949070
103,67706,6770017340070,0,677000001065,67700711,West,1,17340070
103,67706,6770018360070,0,677000000094,67700711,West,1,18360070
103,67706,6770018919070,0,677000000094,67700711,West,1,18919070
103,67706,6770019434070,0,677000001064,67700711,West,1,19434070
103,67706,6770019494070,0,677000000094,67700711,West,1,19494070
103,67706,6770020281070,0,677000001065,67700711,West,1,20281070
103,67706,6770020321070,0,677000001064,67700711,West,1,20321070
103,67706,6770021636070,0,677000001063,67700711,West,1,21636070
103,67706,6770026257070,0,677000000094,67700711,West,1,26257070
103,67706,6770026368070,0,677000000093,67700711,West,1,26368070
103,67706,6770026434070,0,677000000092,67700711,West,1,26434070
103,67706,6770026657070,0,677000001063,67700711,West,1,26657070
103,67706,6770027514070,0,677000000094,67700711,West,1,27514070
103,67706,6770027677070,0,677000001064,67700711,West,1,27677070
103,67706,6770027865070,0,677000001065,67700711,West,1,27865070
103,67706,6770027905070,0,677000001063,67700711,West,1,27905070
103,67706,6770028334070,0,677000001064,67700711,West,1,28334070
103,67706,6770028335070,0,677000000093,67700711,West,1,28335070
103,67706,6770028657070,0,677000001065,67700711,West,1,28657070
103,67706,6770029035070,0,677000000094,67700711,West,1,29035070
103,67706,6770031156070,0,677000000092,67700711,West,1,31156070
103,67706,6770035050070,0,677000000092,67700711,West,1,35050070
103,67706,6770035123070,0,677000000092,67700711,West,1,35123070
103,67706,6770035798070,0,677000000092,67700711,West,1,35798070
103,67706,6770037082070,0,677000000093,67700711,West,1,37082070
103,67706,6770037644070,0,677000000092,67700711,West,1,37644070
103,67706,6770037841070,0,677000000093,67700711,West,1,37841070
103,67706,6770041522070,0,677000000092,67700711,West,1,41522070
103,67706,6770043633070,0,677000001064,67700711,West,1,43633070
103,67706,6770044477070,0,677000000092,67700711,West,1,44477070
103,67706,6770045271070,0,677000001063,67700711,West,1,45271070
103,67706,6770046059070,0,677000001065,67700711,West,1,46059070
103,67706,6770047008070,0,677000001064,67700711,West,1,47008070
103,67706,6770047043070,0,677000000093,67700711,West,1,47043070
103,67706,6770047578070,0,677000000094,67700711,West,1,47578070
103,67706,6770048768070,0,677000001065,67700711,West,1,48768070
103,67706,6770048848070,0,677000001063,67700711,West,1,48848070
103,67706,6770049131070,0,677000001063,67700711,West,1,49131070
103,67706,6770049368070,0,677000000093,67700711,West,1,49368070
103,67706,6770000513070,1,677000000094,67700717,East,1,513070
103,67706,6770000991070,1,677000001065,67700717,East,1,991070
103,67706,6770002745070,1,677000001065,67700717,East,1,2745070
103,67706,6770003605070,1,677000000092,67700717,East,1,3605070
103,67706,6770003896070,1,677000000093,67700717,East,1,3896070
103,67706,6770004464070,1,677000001063,67700717,East,1,4464070
103,67706,6770006309070,1,677000000093,67700717,East,1,6309070
103,67706,6770006560070,1,677000000092,67700717,East,1,6560070
103,67706,6770008360070,1,677000001063,67700717,East,1,8360070
103,67706,6770009347070,1,677000001065,67700717,East,1,9347070
103,67706,6770010614070,1,677000001065,67700717,East,1,10614070
103,67706,6770011063070,1,677000000094,67700717,East,1,11063070
103,67706,6770011962070,1,677000000094,67700717,East,1,11962070
103,67706,6770013631070,1,677000000092,67700717,East,1,13631070
103,67706,6770014324070,1,677000000092,67700717,East,1,14324070
103,67706,6770014848070,1,677000000094,67700717,East,1,14848070
103,67706,6770015803070,1,677000000094,67700717,East,1,15803070
103,67706,6770015857070,1,677000001063,67700717,East,1,15857070
103,67706,6770016586070,1,677000000093,67700717,East,1,16586070
103,67706,6770018148070,1,677000001065,67700717,East,1,18148070
103,67706,6770018465070,1,677000000093,67700717,East,1,18465070
103,67706,6770019559070,1,677000000093,67700717,East,1,19559070
103,67706,6770021145070,1,677000001063,67700717,East,1,21145070
103,67706,6770021223070,1,677000001065,67700717,East,1,21223070
103,67706,6770023090070,1,677000001063,67700717,East,1,23090070
103,67706,6770025076070,1,677000000093,67700717,East,1,25076070
103,67706,6770027259070,1,677000001064,67700717,East,1,27259070
103,67706,6770027979070,1,677000001063,67700717,East,1,27979070
103,67706,6770028171070,1,677000001064,67700717,East,1,28171070
103,67706,6770028212070,1,677000000094,67700717,East,1,28212070
103,67706,6770029148070,1,677000001064,67700717,East,1,29148070
103,67706,6770031058070,1,677000000093,67700717,East,1,31058070
103,67706,6770031069070,1,677000001064,67700717,East,1,31069070
103,67706,6770031838070,1,677000000094,67700717,East,1,31838070
103,67706,6770031845070,1,677000000092,67700717,East,1,31845070
103,67706,6770032241070,1,677000001063,67700717,East,1,32241070
103,67706,6770032656070,1,677000000092,67700717,East,1,32656070
103,67706,6770032692070,1,677000000093,67700717,East,1,32692070
103,67706,6770034772070,1,677000001064,67700717,East,1,34772070
103,67706,6770035555070,1,677000000094,67700717,East,1,35555070
103,67706,6770037136070,1,677000000094,67700714,East,1,37136070
103,67706,6770037160070,1,677000000093,67700717,East,1,37160070
103,67706,6770037914070,1,677000000092,67700717,East,1,37914070
103,67706,6770038215070,1,677000000092,67700717,East,1,38215070
103,67706,6770039439070,1,677000001064,67700717,East,1,39439070
103,67706,6770039973070,1,677000001064,67700717,East,1,39973070
103,67706,6770041186070,1,677000001065,67700717,East,1,41186070
103,67706,6770041500070,1,677000001065,67700717,East,1,41500070
103,67706,6770042161070,1,677000001063,67700717,East,1,42161070
103,67706,6770043750070,1,677000001063,67700717,East,1,43750070
103,67706,6770044711070,1,677000001065,67700717,East,1,44711070
103,67706,6770046112070,1,677000000094,67700717,East,1,46112070
103,67706,6770046973070,1,677000000092,67700717,East,1,46973070
103,67706,6770048326070,1,677000001064,67700717,East,1,48326070
103,67709,6770001682010,0,677000005227,67700711,West,1,1682010
103,67709,6770002263010,0,677000005227,67700711,West,1,2263010
103,67709,6770004962010,0,677000004858,67700711,West,1,4962010
